id,name,fields.brand,sku,fields.description,options.0,options.1,fields.apparel_material_1,fields.apparel_material_1_percentage,fields.apparel_material_2,fields.apparel_material_2_percentage,fields.pattern,fields.bullet_1,fields.bullet_2,fields.bullet_3,fields.bullet_4,fields.fabric_weight_type,fields.garment_construction_details,fields.gender,fields.pattern_group,fields.size_grouping,fields.targeted_audience,fields.textile_dry_recommendation,fields.textile_wash_recommendation,fields.garment_fit,fields.garment_closure_type_tops,fields.garment_neckline_type,fields.garment_sleeve_length_type,fields.garment_sleeve_style,fields.garment_torso_length,fields.import_description,fields.prop_65,fields.tax,fields.subtype,fields.season_or_event_depiction,fields.season,fields.textile_construction,group,upc,gtin,pricing_item.msrp.amount,pricing_item.price.amount,fields.package_width.value,fields.package_height.value,fields.package_length.value,fields.package_weight.value,fields.color_family,fields.color,fields.size,group_skus.0,images.default.main.url,images.default.1.alternate.url,images.default.2.alternate.url,images.default.3.alternate.url,images.default.4.alternate.url,images.default.5.alternate.url,images.default.6.alternate.url,images.default.7.alternate.url
,Simply Sage Market Embroidered I Closed My Book To Be Here Sweatshirt - S - H. Green,Simply Sage Market,SWT_H. Green_S_EMB3201FOR_LC,"This charming print features the witty phrase 'Embroidered I Closed My Book To Be Here' in beautiful embroidery font. Perfect for all book lovers and introverts who relate to the feeling of leaving your book behind to join the world. The design is both humorous and relatable, making it an ideal gift for anyone who enjoys literature and reading. Whether you prefer fiction or non-fiction, this design celebrates the joy of getting lost in a good book. Bring a touch of literary charm to your wardrobe with this unique and fun embroidered design. Stay cozy and stylish in this unisex fit, soft and comfortable sweatshirt. Featuring a high-quality graphic design, this trendy piece is perfect for any casual occasion. Size up for an oversized look.",,,,,,50,Solid," Solid Colors: 50% Cotton, 50% Polyester Heathered Colors: 40% Cotton, 60% Polyester"," Machine Wash cold, inside out. Air dry or tumble dry low. ",Great to pair with any casual outfit.," Ultra Soft Cotton and Polyester Blend We recommend ordering your regular t-shirt size.  If you want an oversized look, size up one or two sizes.  Please see size chart for details.",,,Womens,,Womens,Adult (18 Years and Up),Air dry or tumble dry low. ,"Machine Wash cold, inside out.",,Pull Over,Crew,Long Sleeve,Basic Sleeve,To Waist,made in the USA and imported,No,General Clothing,Sweatshirt,,,Woven,variant,199396037360,00199396037360,42.99,42.99,9,1,13,,green,H. Green,S,EMB3201FOR_LC_SWT,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742239565501.png&colorName=H. Green&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742239584763.png&colorName=H. Green&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742239614761.png&colorName=H. Green&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://images1.pythiastechnologies.com/test-uploads/1740171183376. Sweatshirt Size Chart - Copy,https://images1.pythiastechnologies.com/test-uploads/1740171194508. Sweatshirt Size Guide_2 - Copy,,,
,Simply Sage Market Embroidered I Closed My Book To Be Here Sweatshirt - M - H. Green,Simply Sage Market,SWT_H. Green_M_EMB3201FOR_LC,"This charming print features the witty phrase 'Embroidered I Closed My Book To Be Here' in beautiful embroidery font. Perfect for all book lovers and introverts who relate to the feeling of leaving your book behind to join the world. The design is both humorous and relatable, making it an ideal gift for anyone who enjoys literature and reading. Whether you prefer fiction or non-fiction, this design celebrates the joy of getting lost in a good book. Bring a touch of literary charm to your wardrobe with this unique and fun embroidered design. Stay cozy and stylish in this unisex fit, soft and comfortable sweatshirt. Featuring a high-quality graphic design, this trendy piece is perfect for any casual occasion. Size up for an oversized look.",,,,,,50,Solid," Solid Colors: 50% Cotton, 50% Polyester Heathered Colors: 40% Cotton, 60% Polyester"," Machine Wash cold, inside out. Air dry or tumble dry low. ",Great to pair with any casual outfit.," Ultra Soft Cotton and Polyester Blend We recommend ordering your regular t-shirt size.  If you want an oversized look, size up one or two sizes.  Please see size chart for details.",,,Womens,,Womens,Adult (18 Years and Up),Air dry or tumble dry low. ,"Machine Wash cold, inside out.",,Pull Over,Crew,Long Sleeve,Basic Sleeve,To Waist,made in the USA and imported,No,General Clothing,Sweatshirt,,,Woven,variant,199396037377,00199396037377,42.99,42.99,9,1,13,,green,H. Green,M,EMB3201FOR_LC_SWT,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742239565501.png&colorName=H. Green&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742239584763.png&colorName=H. Green&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742239614761.png&colorName=H. Green&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://images1.pythiastechnologies.com/test-uploads/1740171183376. Sweatshirt Size Chart - Copy,https://images1.pythiastechnologies.com/test-uploads/1740171194508. Sweatshirt Size Guide_2 - Copy,,,
,Simply Sage Market Embroidered I Closed My Book To Be Here Sweatshirt - L - H. Green,Simply Sage Market,SWT_H. Green_L_EMB3201FOR_LC,"This charming print features the witty phrase 'Embroidered I Closed My Book To Be Here' in beautiful embroidery font. Perfect for all book lovers and introverts who relate to the feeling of leaving your book behind to join the world. The design is both humorous and relatable, making it an ideal gift for anyone who enjoys literature and reading. Whether you prefer fiction or non-fiction, this design celebrates the joy of getting lost in a good book. Bring a touch of literary charm to your wardrobe with this unique and fun embroidered design. Stay cozy and stylish in this unisex fit, soft and comfortable sweatshirt. Featuring a high-quality graphic design, this trendy piece is perfect for any casual occasion. Size up for an oversized look.",,,,,,50,Solid," Solid Colors: 50% Cotton, 50% Polyester Heathered Colors: 40% Cotton, 60% Polyester"," Machine Wash cold, inside out. Air dry or tumble dry low. ",Great to pair with any casual outfit.," Ultra Soft Cotton and Polyester Blend We recommend ordering your regular t-shirt size.  If you want an oversized look, size up one or two sizes.  Please see size chart for details.",,,Womens,,Womens,Adult (18 Years and Up),Air dry or tumble dry low. ,"Machine Wash cold, inside out.",,Pull Over,Crew,Long Sleeve,Basic Sleeve,To Waist,made in the USA and imported,No,General Clothing,Sweatshirt,,,Woven,variant,199396037384,00199396037384,42.99,42.99,9,1,13,,green,H. Green,L,EMB3201FOR_LC_SWT,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742239565501.png&colorName=H. Green&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742239584763.png&colorName=H. Green&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742239614761.png&colorName=H. Green&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://images1.pythiastechnologies.com/test-uploads/1740171183376. Sweatshirt Size Chart - Copy,https://images1.pythiastechnologies.com/test-uploads/1740171194508. Sweatshirt Size Guide_2 - Copy,,,
,Simply Sage Market Embroidered I Closed My Book To Be Here Sweatshirt - XL - H. Green,Simply Sage Market,SWT_H. Green_XL_EMB3201FOR_LC,"This charming print features the witty phrase 'Embroidered I Closed My Book To Be Here' in beautiful embroidery font. Perfect for all book lovers and introverts who relate to the feeling of leaving your book behind to join the world. The design is both humorous and relatable, making it an ideal gift for anyone who enjoys literature and reading. Whether you prefer fiction or non-fiction, this design celebrates the joy of getting lost in a good book. Bring a touch of literary charm to your wardrobe with this unique and fun embroidered design. Stay cozy and stylish in this unisex fit, soft and comfortable sweatshirt. Featuring a high-quality graphic design, this trendy piece is perfect for any casual occasion. Size up for an oversized look.",,,,,,50,Solid," Solid Colors: 50% Cotton, 50% Polyester Heathered Colors: 40% Cotton, 60% Polyester"," Machine Wash cold, inside out. Air dry or tumble dry low. ",Great to pair with any casual outfit.," Ultra Soft Cotton and Polyester Blend We recommend ordering your regular t-shirt size.  If you want an oversized look, size up one or two sizes.  Please see size chart for details.",,,Womens,,Womens,Adult (18 Years and Up),Air dry or tumble dry low. ,"Machine Wash cold, inside out.",,Pull Over,Crew,Long Sleeve,Basic Sleeve,To Waist,made in the USA and imported,No,General Clothing,Sweatshirt,,,Woven,variant,199396037391,00199396037391,42.99,42.99,9,1,13,,green,H. Green,XL,EMB3201FOR_LC_SWT,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742239565501.png&colorName=H. Green&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742239584763.png&colorName=H. Green&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742239614761.png&colorName=H. Green&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://images1.pythiastechnologies.com/test-uploads/1740171183376. Sweatshirt Size Chart - Copy,https://images1.pythiastechnologies.com/test-uploads/1740171194508. Sweatshirt Size Guide_2 - Copy,,,
,Simply Sage Market Embroidered I Closed My Book To Be Here Sweatshirt - 2XL - H. Green,Simply Sage Market,SWT_H. Green_2XL_EMB3201FOR_LC,"This charming print features the witty phrase 'Embroidered I Closed My Book To Be Here' in beautiful embroidery font. Perfect for all book lovers and introverts who relate to the feeling of leaving your book behind to join the world. The design is both humorous and relatable, making it an ideal gift for anyone who enjoys literature and reading. Whether you prefer fiction or non-fiction, this design celebrates the joy of getting lost in a good book. Bring a touch of literary charm to your wardrobe with this unique and fun embroidered design. Stay cozy and stylish in this unisex fit, soft and comfortable sweatshirt. Featuring a high-quality graphic design, this trendy piece is perfect for any casual occasion. Size up for an oversized look.",,,,,,50,Solid," Solid Colors: 50% Cotton, 50% Polyester Heathered Colors: 40% Cotton, 60% Polyester"," Machine Wash cold, inside out. Air dry or tumble dry low. ",Great to pair with any casual outfit.," Ultra Soft Cotton and Polyester Blend We recommend ordering your regular t-shirt size.  If you want an oversized look, size up one or two sizes.  Please see size chart for details.",,,Womens,,Womens,Adult (18 Years and Up),Air dry or tumble dry low. ,"Machine Wash cold, inside out.",,Pull Over,Crew,Long Sleeve,Basic Sleeve,To Waist,made in the USA and imported,No,General Clothing,Sweatshirt,,,Woven,variant,199396037407,00199396037407,44.99,44.99,9,1,13,,green,H. Green,2XL,EMB3201FOR_LC_SWT,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742239565501.png&colorName=H. Green&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742239584763.png&colorName=H. Green&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742239614761.png&colorName=H. Green&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://images1.pythiastechnologies.com/test-uploads/1740171183376. Sweatshirt Size Chart - Copy,https://images1.pythiastechnologies.com/test-uploads/1740171194508. Sweatshirt Size Guide_2 - Copy,,,
,Simply Sage Market Embroidered I Closed My Book To Be Here Sweatshirt - S - Dust,Simply Sage Market,SWT_Dust_S_EMB3201FOR_LC,"This charming print features the witty phrase 'Embroidered I Closed My Book To Be Here' in beautiful embroidery font. Perfect for all book lovers and introverts who relate to the feeling of leaving your book behind to join the world. The design is both humorous and relatable, making it an ideal gift for anyone who enjoys literature and reading. Whether you prefer fiction or non-fiction, this design celebrates the joy of getting lost in a good book. Bring a touch of literary charm to your wardrobe with this unique and fun embroidered design. Stay cozy and stylish in this unisex fit, soft and comfortable sweatshirt. Featuring a high-quality graphic design, this trendy piece is perfect for any casual occasion. Size up for an oversized look.",,,,,,50,Solid," Solid Colors: 50% Cotton, 50% Polyester Heathered Colors: 40% Cotton, 60% Polyester"," Machine Wash cold, inside out. Air dry or tumble dry low. ",Great to pair with any casual outfit.," Ultra Soft Cotton and Polyester Blend We recommend ordering your regular t-shirt size.  If you want an oversized look, size up one or two sizes.  Please see size chart for details.",,,Womens,,Womens,Adult (18 Years and Up),Air dry or tumble dry low. ,"Machine Wash cold, inside out.",,Pull Over,Crew,Long Sleeve,Basic Sleeve,To Waist,made in the USA and imported,No,General Clothing,Sweatshirt,,,Woven,variant,199396037414,00199396037414,42.99,42.99,9,1,13,,white,Dust,S,EMB3201FOR_LC_SWT,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742235301734.png&colorName=Dust&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742235324974.png&colorName=Dust&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742235364547.png&colorName=Dust&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://images1.pythiastechnologies.com/test-uploads/1740171183376. Sweatshirt Size Chart - Copy,https://images1.pythiastechnologies.com/test-uploads/1740171194508. Sweatshirt Size Guide_2 - Copy,,,
,Simply Sage Market Embroidered I Closed My Book To Be Here Sweatshirt - M - Dust,Simply Sage Market,SWT_Dust_M_EMB3201FOR_LC,"This charming print features the witty phrase 'Embroidered I Closed My Book To Be Here' in beautiful embroidery font. Perfect for all book lovers and introverts who relate to the feeling of leaving your book behind to join the world. The design is both humorous and relatable, making it an ideal gift for anyone who enjoys literature and reading. Whether you prefer fiction or non-fiction, this design celebrates the joy of getting lost in a good book. Bring a touch of literary charm to your wardrobe with this unique and fun embroidered design. Stay cozy and stylish in this unisex fit, soft and comfortable sweatshirt. Featuring a high-quality graphic design, this trendy piece is perfect for any casual occasion. Size up for an oversized look.",,,,,,50,Solid," Solid Colors: 50% Cotton, 50% Polyester Heathered Colors: 40% Cotton, 60% Polyester"," Machine Wash cold, inside out. Air dry or tumble dry low. ",Great to pair with any casual outfit.," Ultra Soft Cotton and Polyester Blend We recommend ordering your regular t-shirt size.  If you want an oversized look, size up one or two sizes.  Please see size chart for details.",,,Womens,,Womens,Adult (18 Years and Up),Air dry or tumble dry low. ,"Machine Wash cold, inside out.",,Pull Over,Crew,Long Sleeve,Basic Sleeve,To Waist,made in the USA and imported,No,General Clothing,Sweatshirt,,,Woven,variant,199396037421,00199396037421,42.99,42.99,9,1,13,,white,Dust,M,EMB3201FOR_LC_SWT,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742235301734.png&colorName=Dust&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742235324974.png&colorName=Dust&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742235364547.png&colorName=Dust&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://images1.pythiastechnologies.com/test-uploads/1740171183376. Sweatshirt Size Chart - Copy,https://images1.pythiastechnologies.com/test-uploads/1740171194508. Sweatshirt Size Guide_2 - Copy,,,
,Simply Sage Market Embroidered I Closed My Book To Be Here Sweatshirt - L - Dust,Simply Sage Market,SWT_Dust_L_EMB3201FOR_LC,"This charming print features the witty phrase 'Embroidered I Closed My Book To Be Here' in beautiful embroidery font. Perfect for all book lovers and introverts who relate to the feeling of leaving your book behind to join the world. The design is both humorous and relatable, making it an ideal gift for anyone who enjoys literature and reading. Whether you prefer fiction or non-fiction, this design celebrates the joy of getting lost in a good book. Bring a touch of literary charm to your wardrobe with this unique and fun embroidered design. Stay cozy and stylish in this unisex fit, soft and comfortable sweatshirt. Featuring a high-quality graphic design, this trendy piece is perfect for any casual occasion. Size up for an oversized look.",,,,,,50,Solid," Solid Colors: 50% Cotton, 50% Polyester Heathered Colors: 40% Cotton, 60% Polyester"," Machine Wash cold, inside out. Air dry or tumble dry low. ",Great to pair with any casual outfit.," Ultra Soft Cotton and Polyester Blend We recommend ordering your regular t-shirt size.  If you want an oversized look, size up one or two sizes.  Please see size chart for details.",,,Womens,,Womens,Adult (18 Years and Up),Air dry or tumble dry low. ,"Machine Wash cold, inside out.",,Pull Over,Crew,Long Sleeve,Basic Sleeve,To Waist,made in the USA and imported,No,General Clothing,Sweatshirt,,,Woven,variant,199396037438,00199396037438,42.99,42.99,9,1,13,,white,Dust,L,EMB3201FOR_LC_SWT,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742235301734.png&colorName=Dust&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742235324974.png&colorName=Dust&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742235364547.png&colorName=Dust&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://images1.pythiastechnologies.com/test-uploads/1740171183376. Sweatshirt Size Chart - Copy,https://images1.pythiastechnologies.com/test-uploads/1740171194508. Sweatshirt Size Guide_2 - Copy,,,
,Simply Sage Market Embroidered I Closed My Book To Be Here Sweatshirt - XL - Dust,Simply Sage Market,SWT_Dust_XL_EMB3201FOR_LC,"This charming print features the witty phrase 'Embroidered I Closed My Book To Be Here' in beautiful embroidery font. Perfect for all book lovers and introverts who relate to the feeling of leaving your book behind to join the world. The design is both humorous and relatable, making it an ideal gift for anyone who enjoys literature and reading. Whether you prefer fiction or non-fiction, this design celebrates the joy of getting lost in a good book. Bring a touch of literary charm to your wardrobe with this unique and fun embroidered design. Stay cozy and stylish in this unisex fit, soft and comfortable sweatshirt. Featuring a high-quality graphic design, this trendy piece is perfect for any casual occasion. Size up for an oversized look.",,,,,,50,Solid," Solid Colors: 50% Cotton, 50% Polyester Heathered Colors: 40% Cotton, 60% Polyester"," Machine Wash cold, inside out. Air dry or tumble dry low. ",Great to pair with any casual outfit.," Ultra Soft Cotton and Polyester Blend We recommend ordering your regular t-shirt size.  If you want an oversized look, size up one or two sizes.  Please see size chart for details.",,,Womens,,Womens,Adult (18 Years and Up),Air dry or tumble dry low. ,"Machine Wash cold, inside out.",,Pull Over,Crew,Long Sleeve,Basic Sleeve,To Waist,made in the USA and imported,No,General Clothing,Sweatshirt,,,Woven,variant,199396037445,00199396037445,42.99,42.99,9,1,13,,white,Dust,XL,EMB3201FOR_LC_SWT,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742235301734.png&colorName=Dust&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742235324974.png&colorName=Dust&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742235364547.png&colorName=Dust&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://images1.pythiastechnologies.com/test-uploads/1740171183376. Sweatshirt Size Chart - Copy,https://images1.pythiastechnologies.com/test-uploads/1740171194508. Sweatshirt Size Guide_2 - Copy,,,
,Simply Sage Market Embroidered I Closed My Book To Be Here Sweatshirt - 2XL - Dust,Simply Sage Market,SWT_Dust_2XL_EMB3201FOR_LC,"This charming print features the witty phrase 'Embroidered I Closed My Book To Be Here' in beautiful embroidery font. Perfect for all book lovers and introverts who relate to the feeling of leaving your book behind to join the world. The design is both humorous and relatable, making it an ideal gift for anyone who enjoys literature and reading. Whether you prefer fiction or non-fiction, this design celebrates the joy of getting lost in a good book. Bring a touch of literary charm to your wardrobe with this unique and fun embroidered design. Stay cozy and stylish in this unisex fit, soft and comfortable sweatshirt. Featuring a high-quality graphic design, this trendy piece is perfect for any casual occasion. Size up for an oversized look.",,,,,,50,Solid," Solid Colors: 50% Cotton, 50% Polyester Heathered Colors: 40% Cotton, 60% Polyester"," Machine Wash cold, inside out. Air dry or tumble dry low. ",Great to pair with any casual outfit.," Ultra Soft Cotton and Polyester Blend We recommend ordering your regular t-shirt size.  If you want an oversized look, size up one or two sizes.  Please see size chart for details.",,,Womens,,Womens,Adult (18 Years and Up),Air dry or tumble dry low. ,"Machine Wash cold, inside out.",,Pull Over,Crew,Long Sleeve,Basic Sleeve,To Waist,made in the USA and imported,No,General Clothing,Sweatshirt,,,Woven,variant,199396037452,00199396037452,44.99,44.99,9,1,13,,white,Dust,2XL,EMB3201FOR_LC_SWT,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742235301734.png&colorName=Dust&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742235324974.png&colorName=Dust&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742235364547.png&colorName=Dust&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://images1.pythiastechnologies.com/test-uploads/1740171183376. Sweatshirt Size Chart - Copy,https://images1.pythiastechnologies.com/test-uploads/1740171194508. Sweatshirt Size Guide_2 - Copy,,,
,Simply Sage Market Embroidered I Closed My Book To Be Here Sweatshirt - S - Grass,Simply Sage Market,SWT_Grass_S_EMB3201FOR_LC,"This charming print features the witty phrase 'Embroidered I Closed My Book To Be Here' in beautiful embroidery font. Perfect for all book lovers and introverts who relate to the feeling of leaving your book behind to join the world. The design is both humorous and relatable, making it an ideal gift for anyone who enjoys literature and reading. Whether you prefer fiction or non-fiction, this design celebrates the joy of getting lost in a good book. Bring a touch of literary charm to your wardrobe with this unique and fun embroidered design. Stay cozy and stylish in this unisex fit, soft and comfortable sweatshirt. Featuring a high-quality graphic design, this trendy piece is perfect for any casual occasion. Size up for an oversized look.",,,,,,50,Solid," Solid Colors: 50% Cotton, 50% Polyester Heathered Colors: 40% Cotton, 60% Polyester"," Machine Wash cold, inside out. Air dry or tumble dry low. ",Great to pair with any casual outfit.," Ultra Soft Cotton and Polyester Blend We recommend ordering your regular t-shirt size.  If you want an oversized look, size up one or two sizes.  Please see size chart for details.",,,Womens,,Womens,Adult (18 Years and Up),Air dry or tumble dry low. ,"Machine Wash cold, inside out.",,Pull Over,Crew,Long Sleeve,Basic Sleeve,To Waist,made in the USA and imported,No,General Clothing,Sweatshirt,,,Woven,variant,199396037469,00199396037469,42.99,42.99,9,1,13,,green,Grass,S,EMB3201FOR_LC_SWT,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742238337036.png&colorName=Grass&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742238359776.png&colorName=Grass&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742238492305.png&colorName=Grass&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://images1.pythiastechnologies.com/test-uploads/1740171183376. Sweatshirt Size Chart - Copy,https://images1.pythiastechnologies.com/test-uploads/1740171194508. Sweatshirt Size Guide_2 - Copy,,,
,Simply Sage Market Embroidered I Closed My Book To Be Here Sweatshirt - M - Grass,Simply Sage Market,SWT_Grass_M_EMB3201FOR_LC,"This charming print features the witty phrase 'Embroidered I Closed My Book To Be Here' in beautiful embroidery font. Perfect for all book lovers and introverts who relate to the feeling of leaving your book behind to join the world. The design is both humorous and relatable, making it an ideal gift for anyone who enjoys literature and reading. Whether you prefer fiction or non-fiction, this design celebrates the joy of getting lost in a good book. Bring a touch of literary charm to your wardrobe with this unique and fun embroidered design. Stay cozy and stylish in this unisex fit, soft and comfortable sweatshirt. Featuring a high-quality graphic design, this trendy piece is perfect for any casual occasion. Size up for an oversized look.",,,,,,50,Solid," Solid Colors: 50% Cotton, 50% Polyester Heathered Colors: 40% Cotton, 60% Polyester"," Machine Wash cold, inside out. Air dry or tumble dry low. ",Great to pair with any casual outfit.," Ultra Soft Cotton and Polyester Blend We recommend ordering your regular t-shirt size.  If you want an oversized look, size up one or two sizes.  Please see size chart for details.",,,Womens,,Womens,Adult (18 Years and Up),Air dry or tumble dry low. ,"Machine Wash cold, inside out.",,Pull Over,Crew,Long Sleeve,Basic Sleeve,To Waist,made in the USA and imported,No,General Clothing,Sweatshirt,,,Woven,variant,199396037476,00199396037476,42.99,42.99,9,1,13,,green,Grass,M,EMB3201FOR_LC_SWT,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742238337036.png&colorName=Grass&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742238359776.png&colorName=Grass&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742238492305.png&colorName=Grass&design=https://images1.pythiastechnologies.com/designs/1745255431172.png&side=pocket&width=2400,https://images1.pythiastechnologies.com/test-uploads/1740171183376. Sweatshirt Size Chart - Copy,https://images1.pythiastechnologies.com/test-uploads/1740171194508. Sweatshirt Size Guide_2 - Copy,,,
